split,label,filename,mean_B,mean_G,mean_R,std_B,std_G,std_R,area,perimeter,roundness,bbox_aspect,infected_pct_leaf
train,Pepper__bell___Bacterial_spot,03bb7042-3fd5-42e1-aa2c-d51d6843704c___JR_B.Spot 8925_leaf.png,100.95012510425354,110.9185988323603,121.9696413678065,59.143207108031845,54.97415918277644,59.61398830914821,5233.0,1757.439808011055,0.0212911774654988,1.197714830920713,9.102710958381062
train,Pepper__bell___Bacterial_spot,04d46cfb-9cc8-4083-82af-ca2bb57c8182___NREC_B.Spot 1814_leaf.png,28.6619546673166,51.00731172312942,64.32610285157202,33.40682741220511,46.474525243664495,56.68617439578795,3486.0,1331.1168720722198,0.024723210716664,1.142440618595526,6.16782616690674
train,Pepper__bell___Bacterial_spot,05287bcb-610b-440f-9337-c4ce98bc3bbe___JR_B.Spot 3327_leaf.png,90.42230723955268,97.47586815773984,109.1577398469688,62.76805727330107,61.18113844438072,67.07266677597406,2819.0,1295.508794546127,0.0211068881547318,1.0409860163688764,5.179465266756196
train,Pepper__bell___Bacterial_spot,0558ff5a-45c7-4ea0-9479-3f71f0048208___JR_B.Spot 3183_leaf.png,82.62102839600921,109.35226400613968,121.7373752877974,60.27131203444133,50.98647820701935,52.49110679947738,5931.0,1593.8418328762054,0.0293391376902804,1.2967469903064417,9.940021061306718
train,Pepper__bell___Bacterial_spot,055a84c4-8286-4b44-816a-66b82d3bd4bc___NREC_B.Spot 9105_leaf.png,60.21622550704709,75.24235132347886,83.60467514609832,60.50723202148124,59.52507160842932,61.020972496061376,2393.5,1144.4965950250626,0.0229622418023564,1.0230967552051464,4.4395268981304845
train,Pepper__bell___Bacterial_spot,0576dd21-3958-46a5-ab99-f9865371bd1a___NREC_B.Spot 1957_leaf.png,88.99687191307211,105.1034738228515,122.4605696410932,56.93908086681975,57.33894348254214,60.97837627770547,11259.5,2012.5108759403229,0.0349343363369307,0.954968707512789,18.467469289724487
train,Pepper__bell___Bacterial_spot,0694ee73-2dbc-4583-9d2d-2b053ef0475b___NREC_B.Spot 1798_leaf.png,84.06129653401797,99.22432605905009,110.41816431322208,66.04952359790546,67.47320629272988,70.64021856412157,2528.5,1304.2123248577118,0.0186799720469827,1.2786075413022102,4.648814078041316
train,Pepper__bell___Bacterial_spot,06d752a4-d4a5-439e-b374-231a2cc64032___NREC_B.Spot 1868_leaf.png,73.474801679888,102.10732617825478,116.70811945870275,59.8103761588454,54.91282836528816,57.08307806653292,3556.5,1608.354460954666,0.0172770321387954,1.2367155449526763,6.525295457672726
train,Pepper__bell___Bacterial_spot,0705b53e-4c54-4fce-9bc0-833db0619f3d___JR_B.Spot 9068_leaf.png,112.00381194409148,141.11499364675984,154.21558661584075,52.64604126646452,38.38061617671838,38.428766901181405,3926.0,1866.434758424759,0.0141623242002193,1.242882760044405,7.2052001953125
train,Pepper__bell___Bacterial_spot,0719e8e8-c1ae-4d5a-b29c-dbadc36d13f3___NREC_B.Spot 1947_leaf.png,63.82420826623725,85.39398819108965,97.67954911433172,53.96356660541265,59.58735276992604,61.47560029366166,3111.0,1501.6063299179075,0.0173379479336862,1.0920152880078289,5.687630739162964
train,Pepper__bell___Bacterial_spot,0726c166-3471-41a8-8fe6-18600e89e802___NREC_B.Spot 1812_leaf.png,54.13552290406223,79.35609334485738,95.38167675021607,56.1596251807259,58.22149529795163,58.85280594084467,4952.0,1785.283394098282,0.0195243313380837,1.033483127954758,8.74777975133215
train,Pepper__bell___Bacterial_spot,08485974-1e38-4e34-b296-fadd9cc26942___NREC_B.Spot 9193_leaf.png,77.40864960282435,86.41835834068844,88.04721977052074,59.202405332938575,63.24530687838957,65.76181964472426,1718.5,1199.4427717924118,0.0150106789839576,1.273125536484481,3.447275171065493
train,Pepper__bell___Bacterial_spot,09035eae-2a1c-4718-8877-5270a1fe8462___JR_B.Spot 3280_leaf.png,29.63404589135125,60.71523828201608,70.97842714257698,51.40260418624262,42.28091907775325,43.36540182567427,4713.5,901.9869272708892,0.0728036057106106,1.0900321084144613,7.753043264955692
train,Pepper__bell___Bacterial_spot,0915c9a9-25b0-4728-be01-86e5cecb57df___NREC_B.Spot 1816_leaf.png,23.908844152906585,40.720425243157656,47.24485410540602,39.5511123963378,48.591624745276654,55.37964721642446,7856.0,2208.0083503723145,0.0202492953914459,1.389279691879699,11.86202809961172
train,Pepper__bell___Bacterial_spot,092b3e29-d29a-482f-9207-3cd5fbed6710___JR_B.Spot 3238_leaf.png,42.67512774023405,81.50519202241635,93.34201417504532,41.573264928456176,62.10433564647912,69.23698838413962,5388.0,1525.7341853380203,0.0290857118269217,1.1446963624409014,9.056790275997344
train,Pepper__bell___Bacterial_spot,0a0dbf1f-1131-496f-b337-169ec6693e6f___NREC_B.Spot 9241_leaf.png,64.85983263598327,68.14943215780036,68.86431560071728,57.101589563123966,59.539629732166496,61.59401912244827,2875.0,1053.827548623085,0.0325318392813584,1.1517647490495448,5.062382603118366
train,Pepper__bell___Bacterial_spot,0abffc81-6be8-4b17-a83c-4d2830e30382___JR_B.Spot 9076_leaf.png,103.36974017015406,114.4957461485399,121.67417797194756,63.38232245050414,58.340579112172456,63.59450487942417,3733.0,1358.59710085392,0.0254147877424507,1.1939196471245748,6.633299253811057
train,Pepper__bell___Bacterial_spot,0b27c03f-b3bc-4d96-9b76-6fbd779404b9___NREC_B.Spot 1799_leaf.png,90.38316100443132,106.10812407680946,119.76011816838997,67.60497835972134,71.74133008331705,74.07376900322743,2802.5,1326.1189606189728,0.0200258295872223,1.115844062551188,5.164441053033193
train,Pepper__bell___Bacterial_spot,0b47ce18-7cfe-45e8-b21e-b83cb6282455___JR_B.Spot 3162_leaf.png,98.57435696566132,104.35135135135135,115.4975845410628,78.40213778166941,67.8044848614106,69.0532309278039,6828.5,1782.614347934723,0.0270035201647984,1.894346368432268,11.378986722464115
train,Pepper__bell___Bacterial_spot,0bd0f439-013b-40ed-a6d1-4e67e971d437___JR_B.Spot 3272_leaf.png,44.184680134680136,76.76851851851852,87.55185185185185,65.88390259024264,51.1258905612802,51.487625641640754,5485.5,1022.0458052158356,0.0659910993304884,1.2389741054792958,9.067436673083387
train,Pepper__bell___Bacterial_spot,0c2392f6-3e69-4baf-b9f3-197623f6631a___JR_B.Spot 3176_leaf.png,97.01633858267716,103.75846456692912,109.00590551181102,69.90251598422428,62.26348103088511,64.9799239481398,4346.5,1612.354460477829,0.0210101184664089,1.454610932567016,7.739413282836767
train,Pepper__bell___Bacterial_spot,0c4e75b2-e4aa-437e-815c-636271d66bec___JR_B.Spot 3244_leaf.png,86.92358438702584,92.55341762873374,109.56752794575776,55.13372740110487,50.36164735973931,54.49301772138664,4881.0,1306.4204763174057,0.0359379015144835,1.072051240284323,8.090094231211216
train,Pepper__bell___Bacterial_spot,0c6f6805-490e-438c-b9cd-3fd7ee29f31b___NREC_B.Spot 9123_leaf.png,95.42897889332572,109.02795208214488,114.0,70.91645779532627,64.30720635015417,65.15775756856107,1331.0,941.8031626939774,0.0188567841775703,1.1927374155635029,2.6703105438333994
train,Pepper__bell___Bacterial_spot,0c99cb45-b4e0-4ade-bba5-fab3b678f0bb___JR_B.Spot 8912_leaf.png,114.9367111761478,121.73897933052862,132.40003658313518,60.663401721368,54.10107897788347,58.03766858635186,4780.5,1492.354461312294,0.0269736184575027,1.246836814337035,8.18092849715579
train,Pepper__bell___Bacterial_spot,0ce74db6-be9b-4c43-a104-6a3f9bcd2de2___NREC_B.Spot 1827_leaf.png,32.71391664967027,53.05289278672922,61.24760350805629,53.694874852016405,59.56481357943177,65.39766817131274,14469.0,2022.219466328621,0.0444622879840761,1.7174120590872726,22.38650943972628
train,Pepper__bell___Bacterial_spot,0d2635e7-df23-4ceb-b3ba-3af50bb58357___NREC_B.Spot 1874_leaf.png,61.28464243845252,84.42438452520516,96.41922626025791,54.35950936928887,57.0511788996137,60.75861649138856,3495.0,1799.405317902565,0.0135643517956882,1.1748119853097856,6.474435377891874
train,Pepper__bell___Bacterial_spot,0d8421cd-eebc-4018-b591-12352dd970a7___JR_B.Spot 3234_leaf.png,37.96208036180205,84.90346147156028,97.71873369281614,37.75585929403922,62.93590714856743,71.17141287659538,5042.5,1606.118959903717,0.0245640715168947,1.6653105218485915,8.668645390287935
train,Pepper__bell___Bacterial_spot,0d8445ac-6333-42b0-bf32-950a2dd83908___NREC_B.Spot 1862_leaf.png,57.83538936006168,70.10986892829607,79.8074402467232,60.63489492335042,64.9695251713073,67.67335122369443,4506.0,1561.8174411058426,0.0232134940573899,1.2007770309539685,7.895744909060263
train,Pepper__bell___Bacterial_spot,0d9b55df-a8c0-4784-b1e4-957c8d679513___NREC_B.Spot 1825_leaf.png,41.207582061950994,56.29107720758206,63.10087840961627,58.47878568544881,62.26936526182843,67.65218008559181,10051.5,1777.1382905244827,0.0399943177128768,1.1280317426260025,16.43188901790625
train,Pepper__bell___Bacterial_spot,0e57b44f-bb06-43ec-8688-5a7985b461e7___JR_B.Spot 8970_leaf.png,150.68552950687146,159.78172999191594,164.14093236324442,86.62046113964571,78.93481649435114,81.28879571240732,3190.5,1243.658064365387,0.0259218881461259,0.95931106160815,5.66253662109375
train,Pepper__bell___Bacterial_spot,0f2b941b-cce2-46e1-a6e3-6924604e9926___NREC_B.Spot 9073_leaf.png,29.36329386437029,31.231431646932187,32.16576964477933,34.09113487700469,36.94401609586611,39.28975839340537,1571.0,643.3523746728897,0.0476966890123992,0.8764099643047011,2.805779569892473
train,Pepper__bell___Bacterial_spot,0f72db9c-d635-4415-9781-68937328aed2___NREC_B.Spot 9188_leaf.png,42.83632799738648,56.22002613524992,58.47435478601764,52.84443647128386,53.79423849747904,60.45019559346932,5461.5,1516.7463775873184,0.0298329272605364,1.1671842395707943,9.288504250593551
train,Pepper__bell___Bacterial_spot,0fcbdf76-fcc4-4271-986a-9466a784d404___JR_B.Spot 3374_leaf.png,72.1096522356281,84.67547906316537,99.95244854506744,57.43167359407703,54.81909640435738,61.17269713210516,5021.5,1348.0113143920898,0.034726119563801,1.2750664076025588,8.430519560656546
train,Pepper__bell___Bacterial_spot,0fdb66e8-b17d-42c2-bc6d-30dcfab8fcae___JR_B.Spot 9058_leaf.png,70.20203656560982,109.36727609349688,128.2052765563527,59.95505263540584,37.00255541642272,37.05520728422347,3696.5,1393.1483966112137,0.0239334780559954,1.1672030702690612,6.59332275390625
train,Pepper__bell___Bacterial_spot,0fe8a42b-b943-43d6-88c4-78abdcbfe02d___NREC_B.Spot 9236_leaf.png,86.67838030681413,96.82001427042456,103.08811987156618,66.6993632029239,66.65046309052732,71.02256336864605,5025.5,1343.0651335716248,0.0350102322440498,1.4028985978480928,8.54143106030504
train,Pepper__bell___Bacterial_spot,1044c742-39a0-4b1a-984f-3cb2bdeda94b___NREC_B.Spot 9219_leaf.png,120.15396264512871,126.47198384654214,131.86219081272085,52.06744374684396,47.990122317327405,51.26938573087785,1528.0,1011.175747036934,0.0187793228873778,0.915516094332806,3.0238273319799123
train,Pepper__bell___Bacterial_spot,1092e87d-5d66-43cd-8344-43b393d86065___NREC_B.Spot 9244_leaf.png,105.927591881514,112.77015907844212,115.6220515633571,57.56947884253396,56.97407623601997,59.65875989504445,1422.0,892.2051849365234,0.022448119980116,1.2080069186528517,2.7681819571398
train,Pepper__bell___Bacterial_spot,10af9ff3-16c3-4cb0-8af0-71d3b8442206___NREC_B.Spot 9090_leaf.png,68.47626281807824,77.37219901253323,84.09342954804406,47.99501796538055,53.931907825698175,57.68746753406828,2114.0,1179.425528049469,0.0190973804384064,1.1169159911439324,4.016419709755689
train,Pepper__bell___Bacterial_spot,113d374f-8b12-454c-84cc-ee91043bc988___NREC_B.Spot 9146_leaf.png,75.20935232464392,98.79817253426498,107.6065573770492,60.02716825230036,64.06332409504904,67.74711105403459,3095.0,1405.8519322872162,0.0196784710893261,1.380956008982325,5.673509883232848
train,Pepper__bell___Bacterial_spot,11a23270-53e7-41b6-8c79-91caeaf9cfa6___JR_B.Spot 9050_leaf.png,98.80421885299934,122.23533289386948,137.50939353988136,55.17655698756079,44.99666717429478,46.25568871385354,5288.5,1783.658065199852,0.0208890730600313,1.3645016182779863,9.259033203125
train,Pepper__bell___Bacterial_spot,11b85334-0029-430e-873d-9402bd9e5e9f___JR_B.Spot 9031_leaf.png,97.068903803132,111.26398210290829,123.72945563012676,60.04630349345314,53.6687839171023,57.77864782982517,5978.0,1688.469244480133,0.0263499300115204,1.1533812615955474,10.15732396517489
train,Pepper__bell___Bacterial_spot,11e6ce0a-8511-485a-b22c-21b978d28e5e___JR_B.Spot 3383_leaf.png,77.42864385297845,103.99112801013942,120.68103084072666,54.61759404433434,48.32726771820414,47.64649869053498,11451.0,1612.6113815307615,0.0553342257273353,1.2087776796192884,18.011027783293365
train,Pepper__bell___Bacterial_spot,121268d0-b5e9-452b-aa45-df90ddcc5ee5___JR_B.Spot 8876_leaf.png,84.89948938457404,105.1797903789304,116.59983875302338,53.99147018000425,46.06905861690712,49.06985723965192,2978.5,1701.1139079332352,0.0129342329322838,1.4997526007893367,5.659081543885353
train,Pepper__bell___Bacterial_spot,1219f26f-a23a-4c2a-99f0-407fc785c74a___JR_B.Spot 3332_leaf.png,49.44624447717232,81.07474226804123,96.99116347569957,56.899192411571,39.04818794869272,40.378874800609054,4788.0,1466.077329158783,0.0279930519212523,0.8893898365458393,8.2868878742995
train,Pepper__bell___Bacterial_spot,12342367-f62b-40d0-897b-77bd1edbd3d1___JR_B.Spot 3199_leaf.png,51.24829188302815,85.7279311287237,100.30213172998089,56.18163435708941,56.01248410273389,59.24073088726189,6657.5,1495.6092941761017,0.0374011304081255,1.459435821630943,11.164142573045739
train,Pepper__bell___Bacterial_spot,12c9c98f-afc9-4c12-8a97-007e5a40712a___NREC_B.Spot 9053_leaf.png,27.991405379595733,33.06127646028967,34.36304313226166,31.961503821727717,39.56729069782425,44.80960997073062,5676.5,1391.5504177808762,0.0368377091087919,0.9233838342055276,9.498317528296115
train,Pepper__bell___Bacterial_spot,12f47cff-1a75-47ec-99d2-01720786e478___NREC_B.Spot 1859_leaf.png,57.56826801517067,84.40423514538558,103.61378002528446,55.96958903726406,63.14791092846948,64.48490851189341,2620.0,1249.6509226560593,0.0210830639939182,1.1646403623475166,4.827386221421812
train,Pepper__bell___Bacterial_spot,131dd897-98e3-45f0-9b4a-48471c4cbf4c___JR_B.Spot 8845_leaf.png,82.39080722616053,89.9672993368397,94.04116167390808,69.62401246971419,66.56387664389386,73.38266454970181,3875.5,1363.349406838417,0.0262013252450628,1.1466024477973007,5.69484240687679
train,Pepper__bell___Bacterial_spot,1360c0b1-4eb4-491b-8544-738d3c420828___NREC_B.Spot 1977_leaf.png,89.01325319771922,106.43843427338572,119.37078132223763,65.82836888557124,65.02698048869166,68.80886252771249,5800.0,1557.6164346933365,0.0300411681281164,1.0725288390845495,9.297645401489234
train,Pepper__bell___Bacterial_spot,1385e1e7-c7a5-4edb-8273-2f6a54c583fa___NREC_B.Spot 9128_leaf.png,62.58746577426224,95.05536963796776,110.2601156069364,56.222380512179605,54.30168441726689,60.66088365117229,2742.5,1227.3838984966278,0.0228768200981616,1.11627909800781,5.014668133480014
train,Pepper__bell___Bacterial_spot,13955856-c347-4039-ba30-09ea39d66534___NREC_B.Spot 9114_leaf.png,60.561887570912845,73.80299123259412,77.01211964930377,51.00088140230531,56.66452012026078,56.67810911822348,3226.5,1466.1534515619278,0.0188617801831647,1.2336147186147188,5.914487136448256
train,Pepper__bell___Bacterial_spot,139a5c07-332c-4a2d-8bf2-bf33ce9184c6___NREC_B.Spot 1892_leaf.png,77.31979250383576,99.69708482501645,114.92649959815884,68.12665716547396,65.7875613093792,66.0749268932693,12716.0,2134.6458711624146,0.0350678150890863,1.5020746424298077,20.889119582309206
train,Pepper__bell___Bacterial_spot,141a46fa-9293-4810-9cf6-b329346f8fb2___JR_B.Spot 8995_leaf.png,109.9606823382567,123.72893696692324,139.18431454129396,57.95770350937929,51.50843372217537,51.997296935146224,4145.5,1474.1534502506256,0.0239718414726079,1.4776733014490648,7.279053370528188
train,Pepper__bell___Bacterial_spot,146d24cd-0c7e-458b-9f82-7b27525b04e4___JR_B.Spot 3329_leaf.png,113.78849966953074,124.67647058823528,134.539656311963,68.73243966033625,56.49534915467836,57.4648308815867,2474.5,1263.8935650587082,0.0194659819693056,1.0902157135805044,4.770357938224187
train,Pepper__bell___Bacterial_spot,14a96020-2720-43c5-8638-e70b90ebd573___JR_B.Spot 9039_leaf.png,94.01996966632964,112.43604651162792,127.2788169868554,50.44879829432858,43.86298877837845,42.475328784182985,3256.5,1583.2316561937332,0.0163257077115967,1.2979137108593968,6.036376953125
train,Pepper__bell___Bacterial_spot,14c4fd88-6d2a-4701-94ce-ab9e4b277f57___JR_B.Spot 8875_leaf.png,56.47573587907717,77.46459824980111,86.0790241315301,50.35434906070395,51.03162746592381,54.03534709149199,3039.5,1643.2316581010818,0.0141453736897217,1.379730798690768,5.712758647018401
train,Pepper__bell___Bacterial_spot,14fa67ae-6059-40e9-9eca-2c5000c1d9cd___NREC_B.Spot 9225_leaf.png,93.41321100917432,106.92091743119266,115.71266055045872,59.197792310694005,55.95103185939288,58.52001308487192,4710.0,1629.9108095169067,0.0222793794988533,1.7110124918565768,8.278434189810921
train,Pepper__bell___Bacterial_spot,15f3b9e4-9127-4404-904b-173dbe878fd6___JR_B.Spot 3226_leaf.png,44.9772055719713,70.86309272548192,79.84944420993386,51.64402065551342,62.130875123581255,67.86140257864963,6430.5,1543.3494091033936,0.0339254866810037,1.1726188163688165,10.319315244478153
train,Pepper__bell___Bacterial_spot,162f0add-8d7d-477f-a724-cdfc2cc7de77___NREC_B.Spot 9154_leaf.png,64.23357261181667,72.36885698509111,73.61954721148537,61.25519784547041,58.407545248117486,66.90170229478761,4804.5,1380.756482243538,0.0316682365407697,1.34012864993047,8.167422200441068
train,Pepper__bell___Bacterial_spot,168a11c9-159b-468c-a6d9-07d0b61c42c9___JR_B.Spot 3193_leaf.png,66.27919535574456,103.72796003780208,120.90306466855677,61.21183025436793,60.60720477929334,62.65247894042006,6639.0,1708.9646326303482,0.0285657994381406,1.4731526900367482,11.295787545787546
train,Pepper__bell___Bacterial_spot,1694ae00-3c5f-488c-9402-e65c70c73cf2___JR_B.Spot 3179_leaf.png,63.42838196286472,100.12957559681698,112.31684350132626,48.43914162274693,60.095046738690975,64.18769730662747,6787.0,1821.023509144783,0.0257191498126779,1.5553493437508783,11.474732638729519
train,Pepper__bell___Bacterial_spot,17000d8e-8095-4f00-b704-b94b1c531d8d___JR_B.Spot 3384_leaf.png,54.87146892655368,80.75408035153798,95.94232580037664,49.56324267054446,54.30994471342901,56.19437516772892,12199.5,1884.912899017334,0.0431488596427099,1.0087582963077035,19.3408778100627
train,Pepper__bell___Bacterial_spot,1732db7e-9901-46df-b20e-3ca49ff1dbad___NREC_B.Spot 1791_leaf.png,36.26581912741982,46.21323316960416,72.6931522681306,37.56289706076263,44.21747832869789,40.78964907601928,3094.5,838.1046798229218,0.0553609864103391,1.0808562296699191,5.288733362876484
train,Pepper__bell___Bacterial_spot,17557939-f9e2-435a-a4e7-f4d3cff8aa8b___JR_B.Spot 3107_leaf.png,71.76041304095602,64.36257106392853,65.65042348300267,50.54753489324136,52.65246147334775,59.95761712841525,7885.0,1674.1605906486511,0.035352272213196,1.155290047348871,13.088693421293751
train,Pepper__bell___Bacterial_spot,17737361-6967-452a-ac5d-efebaa1d8a35___NREC_B.Spot 9127_leaf.png,76.56583403895004,98.83869602032176,106.0002116850127,63.50641944125408,59.88724072527133,63.55382185679698,3956.0,1721.959579348564,0.01676564404857,1.1648164652634163,7.0643762354996396
train,Pepper__bell___Bacterial_spot,177e323a-7c1d-41f2-a6b3-8ea30795054f___JR_B.Spot 8941_leaf.png,118.45663213487713,135.61222831606744,144.46800731261425,56.85376413068804,43.39525118351538,46.32279002517421,4191.5,1681.716938138008,0.0186240246481021,1.147237669784936,7.510490577553979
train,Pepper__bell___Bacterial_spot,17c4557b-7a8f-4ded-b11c-6c5ba3532f37___JR_B.Spot 8824_leaf.png,88.09901980396079,96.51090218043608,102.87077415483095,58.90448492863977,55.74173714029835,59.82168696105935,4322.5,1487.6681693792343,0.0245432869132833,1.3767781391612357,7.407634336131365
train,Pepper__bell___Bacterial_spot,184221a3-0f0e-4acc-b5be-7b853349cd0d___JR_B.Spot 3286_leaf.png,71.71019336357126,104.36476486034852,112.89806636428742,64.10710737679148,57.733904953358014,60.09719086650201,3579.5,1445.883461713791,0.0215162038554432,1.1144312436305277,6.4342154772356706
train,Pepper__bell___Bacterial_spot,186f840e-086b-49fa-97a7-18628c6293f0___JR_B.Spot 3136_leaf.png,115.0486020806242,114.61150845253576,127.50341352405722,69.58172037819736,57.78267362113401,58.26325274422507,5508.0,1486.302726507187,0.0313320814362627,1.06030366047648,9.015341264871635
train,Pepper__bell___Bacterial_spot,188f102a-6f64-4180-9d38-f98b61aaec60___JR_B.Spot 9014_leaf.png,98.54487088029676,110.05678413468398,120.46354686831216,65.20809029861316,60.92300631081458,64.8729928282271,6188.0,1783.8519344329834,0.0244367002542529,1.39784076467393,10.248490157208058
train,Pepper__bell___Bacterial_spot,18df58d7-c6ac-48e5-8cb0-596b70252a8e___NREC_B.Spot 9153_leaf.png,72.80371499861381,79.88106459661769,81.96562240088717,56.99576837832342,60.94438368844035,64.62073296309805,3017.5,1353.349406123161,0.0207031900753407,1.083655545424477,5.5024726784296965
train,Pepper__bell___Bacterial_spot,19a868e4-5e24-43e8-b61b-a41022340f8e___NREC_B.Spot 1886_leaf.png,88.64768683274022,111.06049822064055,119.26571767497036,63.97823958162346,65.14859294885497,64.63979470572006,1118.0,1322.6458669900894,0.0080309053821904,1.148398663845369,2.568289333129864
train,Pepper__bell___Bacterial_spot,1a1af0c4-9e4a-4158-b982-f81d487a3b68___NREC_B.Spot 9148_leaf.png,87.47669305189095,112.11257695690414,120.1814717091762,61.25026136177581,64.29369719352154,63.83026972403993,2776.0,1437.7097972631454,0.0168766739974731,1.2617189582983424,5.20485236896315
train,Pepper__bell___Bacterial_spot,1ade72cf-f7e0-4282-92d9-614bf05289a0___NREC_B.Spot 1975_leaf.png,66.1621493105088,80.51878269139324,91.84831193533049,63.135792136733485,68.78049766561728,73.8964780282131,5570.5,1728.0499801635742,0.0234418263152747,1.2859451237714667,8.833681603591053
train,Pepper__bell___Bacterial_spot,1aeb4d06-0069-4fea-be9f-3200ac2e9373___NREC_B.Spot 1909_leaf.png,56.85651612903226,79.224,88.14425806451612,63.47860238510194,71.1979223473596,77.02338205479691,3309.0,1224.0630509853363,0.0277523046139685,1.05158413602234,5.885408708938121
train,Pepper__bell___Bacterial_spot,1b0cfb07-f452-49e0-85ad-45f3f519ca7a___JR_B.Spot 9094_leaf.png,98.87300485773768,114.3824427480916,129.24621790423316,57.0259066727152,51.30161276656658,55.77557166083282,13479.5,2101.3981800079346,0.0383589705614088,1.362903388249376,21.566731141199227
train,Pepper__bell___Bacterial_spot,1b73d0ec-bad1-4d2d-878e-6aa209aa39d2___JR_B.Spot 9086_leaf.png,102.88130943672274,120.0069495245062,132.3902706656913,47.98003114604553,39.96869142290791,42.85305859581925,4751.0,1660.3027251958847,0.0216580989195047,1.6431694591416812,8.341345053335164
train,Pepper__bell___Bacterial_spot,1b8d3e98-43d9-441d-93ef-a359e6e9ddc2___NREC_B.Spot 9052_leaf.png,43.98234224876656,58.078680862113735,63.36860555699818,55.60879464507563,62.77028011216239,66.81143555684469,7071.0,1309.0092282295227,0.0518567487916945,2.502596996142555,11.703524955708962
train,Pepper__bell___Bacterial_spot,1c0c1501-f362-49d0-9e99-e72006441c8c___JR_B.Spot 8869_leaf.png,111.00570816981804,114.79450588655013,123.73671066714236,66.48914650651045,62.99770546476044,69.10675091946108,4992.5,1381.4915441274643,0.0328724047407167,1.2402952259486733,8.084979897060434
train,Pepper__bell___Bacterial_spot,1cb295da-e568-4168-a29c-48ab980f3772___NREC_B.Spot 9250_leaf.png,64.05784643977233,78.40608665350214,84.93750725984435,57.3035348725934,60.8508478566369,63.56735587229085,7758.0,1877.1656430959704,0.0276665142716833,1.8051272829117355,13.129663823228702
train,Pepper__bell___Bacterial_spot,1cce64aa-6f9f-4ce1-b319-dbc4a012b240___JR_B.Spot 8998_leaf.png,95.00806803314435,110.50109027474925,121.22154382904492,60.26672199915917,55.87487675403298,60.42320025792249,3838.0,1678.5037361383438,0.0171186774833494,1.2360749541421812,6.987179487179487
